id,intervention_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IME-00001,INT-0001,MEC-0003,modulates,unknown,,,0.6805,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00002,INT-0001,MEC-0004,modulates,unknown,,,0.6993,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00003,INT-0002,MEC-0001,modulates,unknown,,,0.5056,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00004,INT-0002,MEC-0010,modulates,unknown,,,0.4579,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00005,INT-0003,MEC-0003,modulates,unknown,,,0.5129,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00006,INT-0004,MEC-0001,modulates,unknown,,,0.4904,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00007,INT-0004,MEC-0007,modulates,unknown,,,0.4491,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00008,INT-0005,MEC-0007,modulates,unknown,,,0.4281,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00009,INT-0006,MEC-0002,modulates,unknown,,,0.4569,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00010,INT-0006,MEC-0005,modulates,unknown,,,0.3872,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00011,INT-0007,MEC-0002,modulates,unknown,,,0.5071,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00012,INT-0007,MEC-0007,modulates,unknown,,,0.4879,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00013,INT-0007,MEC-0010,modulates,unknown,,,0.4825,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00014,INT-0008,MEC-0003,modulates,unknown,,,0.6509,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00015,INT-0010,MEC-0001,modulates,unknown,,,0.3831,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00016,INT-0010,MEC-0003,modulates,unknown,,,0.4026,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00017,INT-0011,MEC-0010,modulates,unknown,,,0.4394,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00018,INT-0012,MEC-0010,modulates,unknown,,,0.4285,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00019,INT-0014,MEC-0002,modulates,unknown,,,0.4810,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00020,INT-0015,MEC-0007,modulates,unknown,,,0.4608,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
IME-00021,INT-0017,MEC-0003,modulates,unknown,,,0.5115,,active,2026-04-24T17:07:31+00:00,2026-04-27T21:15:02+00:00
