id,intervention_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IHE-00001,INT-0001,HYP-0001,cause_mitigation,supporting,,,0.8092,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00002,INT-0008,HYP-0003,cause_mitigation,supporting,,,0.7293,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00003,INT-0009,HYP-0004,cause_mitigation,supporting,,,0.5998,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00004,INT-0009,HYP-0005,cause_mitigation,supporting,,,0.6728,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00005,INT-0052,HYP-0011,cause_mitigation,supporting,,,0.3490,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00006,INT-0052,HYP-0012,cause_mitigation,supporting,,,0.3490,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00007,INT-0051,HYP-0013,cause_mitigation,supporting,,,0.2981,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00008,INT-0053,HYP-0014,cause_mitigation,supporting,,,0.1292,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00009,INT-0009,HYP-0015,cause_mitigation,supporting,,,0.2255,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00010,INT-0054,HYP-0016,cause_mitigation,supporting,,,0.1361,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00011,INT-0050,HYP-0017,cause_mitigation,supporting,,,0.1798,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00012,INT-0013,HYP-0020,cause_mitigation,supporting,,,0.2288,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00013,INT-0014,HYP-0021,cause_mitigation,supporting,,,0.2283,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00014,INT-0025,HYP-0022,cause_mitigation,supporting,,,0.2811,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00015,INT-0059,HYP-0023,cause_mitigation,supporting,,,0.1904,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00016,INT-0006,HYP-0026,cause_mitigation,supporting,,,0.1973,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00017,INT-0036,HYP-0029,cause_mitigation,supporting,,,0.5342,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00018,INT-0036,HYP-0030,cause_mitigation,supporting,,,0.3896,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:12:18+00:00
IHE-00019,INT-0061,HYP-0034,cause_mitigation,supporting,,,0.4409,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00020,INT-0066,HYP-0048,cause_mitigation,supporting,,,0.3966,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00021,INT-0066,HYP-0035,cause_mitigation,supporting,,,0.3966,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00022,INT-0067,HYP-0049,cause_mitigation,supporting,,,0.1837,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00023,INT-0068,HYP-0033,cause_mitigation,supporting,,,0.3881,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00024,INT-0069,HYP-0034,cause_mitigation,supporting,,,0.4192,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00025,INT-0070,HYP-0048,cause_mitigation,supporting,,,0.3912,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00026,INT-0070,HYP-0035,cause_mitigation,supporting,,,0.3912,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00027,INT-0071,HYP-0037,cause_mitigation,supporting,,,0.5462,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00028,INT-0072,HYP-0038,cause_mitigation,supporting,,,0.3669,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00029,INT-0073,HYP-0037,cause_mitigation,supporting,,,0.5422,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00030,INT-0074,HYP-0037,cause_mitigation,supporting,,,0.5653,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00031,INT-0075,HYP-0036,cause_mitigation,supporting,,,0.4903,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00032,INT-0075,HYP-0037,cause_mitigation,supporting,,,0.5237,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00033,INT-0013,HYP-0045,cause_mitigation,supporting,,,0.5944,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00034,INT-0016,HYP-0046,cause_mitigation,supporting,,,0.5488,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00035,INT-0015,HYP-0047,cause_mitigation,supporting,,,0.5475,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00036,INT-0030,HYP-0050,cause_mitigation,supporting,,,0.4942,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00037,INT-0065,HYP-0032,cause_mitigation,supporting,,,0.6025,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00038,INT-0046,HYP-0039,cause_mitigation,supporting,,,0.6461,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
IHE-00039,INT-0047,HYP-0031,cause_mitigation,supporting,,,0.5307,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:12:18+00:00
