id,intervention_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IME-00001,INT-0001,MEC-0003,modulates,unknown,,,0.6806,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00002,INT-0001,MEC-0004,modulates,unknown,,,0.7023,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00003,INT-0002,MEC-0001,modulates,unknown,,,0.6311,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00004,INT-0002,MEC-0010,modulates,unknown,,,0.6408,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00005,INT-0003,MEC-0003,modulates,unknown,,,0.5142,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00006,INT-0004,MEC-0001,modulates,unknown,,,0.5133,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00007,INT-0004,MEC-0007,modulates,unknown,,,0.4797,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00008,INT-0005,MEC-0007,modulates,unknown,,,0.4658,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00009,INT-0006,MEC-0002,modulates,unknown,,,0.5258,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00010,INT-0006,MEC-0005,modulates,unknown,,,0.4756,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00011,INT-0007,MEC-0002,modulates,unknown,,,0.5970,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00012,INT-0007,MEC-0007,modulates,unknown,,,0.5416,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00013,INT-0007,MEC-0010,modulates,unknown,,,0.5885,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00014,INT-0008,MEC-0003,modulates,unknown,,,0.6524,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00015,INT-0010,MEC-0001,modulates,unknown,,,0.3982,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00016,INT-0010,MEC-0003,modulates,unknown,,,0.4038,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00017,INT-0011,MEC-0010,modulates,unknown,,,0.5263,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00018,INT-0012,MEC-0010,modulates,unknown,,,0.5139,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00019,INT-0014,MEC-0002,modulates,unknown,,,0.5544,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00020,INT-0015,MEC-0007,modulates,unknown,,,0.5493,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00021,INT-0017,MEC-0003,modulates,unknown,,,0.5122,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00022,INT-0017,MEC-0007,modulates,unknown,,,0.4722,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00023,INT-0018,MEC-0003,modulates,unknown,,,0.4134,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00024,INT-0019,MEC-0003,modulates,unknown,,,0.3889,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00025,INT-0020,MEC-0001,modulates,unknown,,,0.5173,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00026,INT-0023,MEC-0007,modulates,unknown,,,0.4801,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00027,INT-0025,MEC-0008,modulates,unknown,,,0.6385,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00028,INT-0026,MEC-0008,modulates,unknown,,,0.4152,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00029,INT-0027,MEC-0002,modulates,unknown,,,0.5319,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00030,INT-0027,MEC-0004,modulates,unknown,,,0.5403,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00031,INT-0027,MEC-0005,modulates,unknown,,,0.4811,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00032,INT-0028,MEC-0009,modulates,unknown,,,0.3800,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00033,INT-0028,MEC-0010,modulates,unknown,,,0.5325,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00034,INT-0030,MEC-0003,modulates,unknown,,,0.5944,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00035,INT-0032,MEC-0007,modulates,unknown,,,0.3508,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00036,INT-0035,MEC-0007,modulates,unknown,,,0.4763,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00037,INT-0036,MEC-0009,modulates,unknown,,,0.4336,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00038,INT-0037,MEC-0008,modulates,unknown,,,0.6033,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00039,INT-0039,MEC-0007,modulates,unknown,,,0.3378,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00040,INT-0042,MEC-0008,modulates,unknown,,,0.5123,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00041,INT-0043,MEC-0007,modulates,unknown,,,0.3732,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00042,INT-0044,MEC-0001,modulates,unknown,,,0.4077,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00043,INT-0045,MEC-0010,modulates,unknown,,,0.3936,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00044,INT-0047,MEC-0002,modulates,unknown,,,0.6196,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00045,INT-0050,MEC-0001,modulates,unknown,,,0.4287,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00046,INT-0055,MEC-0010,modulates,unknown,,,0.4546,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00047,INT-0056,MEC-0008,modulates,unknown,,,0.4178,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00048,INT-0057,MEC-0002,modulates,unknown,,,0.4252,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00049,INT-0058,MEC-0003,modulates,unknown,,,0.4095,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00050,INT-0059,MEC-0008,modulates,unknown,,,0.4304,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00051,INT-0060,MEC-0008,modulates,unknown,,,0.4268,,active,2026-04-24T17:07:31+00:00,2026-04-27T22:06:28+00:00
IME-00052,INT-0061,MEC-0016,modulates,supporting,,,0.4945,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00053,INT-0062,MEC-0002,modulates,supporting,,,0.4762,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00054,INT-0062,MEC-0008,modulates,supporting,,,0.4785,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00055,INT-0063,MEC-0007,modulates,supporting,,,0.4218,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00056,INT-0064,MEC-0006,modulates,supporting,,,0.3332,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00057,INT-0065,MEC-0006,modulates,supporting,,,0.5060,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00058,INT-0066,MEC-0016,modulates,supporting,,,0.4772,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00059,INT-0067,MEC-0001,modulates,supporting,,,0.5152,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00060,INT-0068,MEC-0014,modulates,supporting,,,0.5597,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00061,INT-0068,MEC-0010,modulates,supporting,,,0.5696,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00062,INT-0069,MEC-0016,modulates,supporting,,,0.4701,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00063,INT-0070,MEC-0016,modulates,supporting,,,0.4707,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00064,INT-0071,MEC-0019,modulates,supporting,,,0.6406,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00065,INT-0071,MEC-0002,modulates,supporting,,,0.6298,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00066,INT-0072,MEC-0006,modulates,supporting,,,0.4264,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00067,INT-0073,MEC-0019,modulates,supporting,,,0.6429,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00068,INT-0074,MEC-0019,modulates,supporting,,,0.6704,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00069,INT-0075,MEC-0016,modulates,supporting,,,0.5052,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00070,INT-0037,MEC-0011,modulates,supporting,,,0.7063,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00071,INT-0026,MEC-0011,modulates,supporting,,,0.4860,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00072,INT-0028,MEC-0014,modulates,supporting,,,0.6155,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
IME-00073,INT-0002,MEC-0014,modulates,supporting,,,0.7408,,active,2026-04-27T21:14:42+00:00,2026-04-27T22:06:28+00:00
