id,intervention_id,mechanism_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IME-00001,INT-0001,MEC-0003,modulates,unknown,,,0.6733,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00002,INT-0001,MEC-0004,modulates,unknown,,,0.7043,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00003,INT-0002,MEC-0001,modulates,unknown,,,0.6924,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00004,INT-0002,MEC-0010,modulates,unknown,,,0.6847,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00005,INT-0003,MEC-0003,modulates,unknown,,,0.5113,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00006,INT-0004,MEC-0001,modulates,unknown,,,0.5741,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00007,INT-0004,MEC-0007,modulates,unknown,,,0.5093,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00008,INT-0005,MEC-0007,modulates,unknown,,,0.4916,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00009,INT-0006,MEC-0002,modulates,unknown,,,0.5823,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00010,INT-0006,MEC-0005,modulates,unknown,,,0.5510,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00011,INT-0007,MEC-0002,modulates,unknown,,,0.6468,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00012,INT-0007,MEC-0007,modulates,unknown,,,0.5622,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00013,INT-0007,MEC-0010,modulates,unknown,,,0.6267,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00014,INT-0008,MEC-0003,modulates,unknown,,,0.6425,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00015,INT-0010,MEC-0001,modulates,unknown,,,0.4530,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00016,INT-0010,MEC-0003,modulates,unknown,,,0.4165,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00017,INT-0011,MEC-0010,modulates,unknown,,,0.5704,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00018,INT-0012,MEC-0010,modulates,unknown,,,0.5581,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00019,INT-0014,MEC-0002,modulates,unknown,,,0.6120,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00020,INT-0015,MEC-0007,modulates,unknown,,,0.5737,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00021,INT-0017,MEC-0003,modulates,unknown,,,0.5094,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00022,INT-0017,MEC-0007,modulates,unknown,,,0.4915,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00023,INT-0018,MEC-0003,modulates,unknown,,,0.4142,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00024,INT-0019,MEC-0003,modulates,unknown,,,0.3907,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00025,INT-0020,MEC-0001,modulates,unknown,,,0.5782,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00026,INT-0023,MEC-0007,modulates,unknown,,,0.5038,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00027,INT-0025,MEC-0008,modulates,unknown,,,0.6690,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00028,INT-0026,MEC-0008,modulates,unknown,,,0.4313,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00029,INT-0027,MEC-0002,modulates,unknown,,,0.5868,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
IME-00030,INT-0027,MEC-0004,modulates,unknown,,,0.5529,,active,2026-04-24T17:07:31+00:00,2026-06-24T18:46:42+00:00
